gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Endothelial ACKR1	Endothelial SEMA3G	Fibroblast C7	Fibroblast dS	Fibroblast eS	Lymphoid	Myeloid	PV MYH11	PV STEAP4	epi_Ciliated	epi_Ciliated LRG5	epi_Glandular	epi_Glandular_secretory	epi_Lumenal 1	epi_Lumenal 2	epi_Pre-ciliated	epi_SOX9	epi_SOX9_LGR5	epi_SOX9_prolif	uSMC
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.229	0.652	0.727	0.52	0.142	0.201	0.255	0.682	0.863	0.307	0.152	0.075	0.407	0.04	0.016	0.707	0.211	0.484	0.37	0.942
THBS2	P35442	False	TSP2_HUMAN		CPI-SS0914C7C85	THBS2	0.018	0.006	0.435	0.353	0.207	0.067	0.029	0.035	0.058	0.034	0.036	0.013	0.014	0.03	0.0	0.0	0.002	0.0	0.004	0.031
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS026C7F8A2	ENTPD1	0.444	0.558	0.103	0.028	0.074	0.035	0.264	0.199	0.087	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003	0.002	0.01
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS08C884E97	ENTPD1	0.444	0.558	0.103	0.028	0.074	0.035	0.264	0.199	0.087	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003	0.002	0.01
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0276D5C7E	ENTPD1	0.444	0.558	0.103	0.028	0.074	0.035	0.264	0.199	0.087	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003	0.002	0.01
ADM	P35318	False	ADML_HUMAN		CPI-SC063148F3A	ADM	0.055	0.175	0.239	0.33	0.032	0.252	0.336	0.017	0.158	0.381	0.539	1.258	0.897	0.805	0.761	0.546	0.387	1.095	0.556	0.149
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC0C396EE2C	ADM2	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.004	0.011	0.006	0.009	0.006	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0D2FABC4A	ADM	0.055	0.175	0.239	0.33	0.032	0.252	0.336	0.017	0.158	0.381	0.539	1.258	0.897	0.805	0.761	0.546	0.387	1.095	0.556	0.149
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC01AD532CA	ADM2	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.004	0.011	0.006	0.009	0.006	0.0	0.0
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	ASIP	0.009	0.0	0.111	0.043	0.045	0.017	0.049	0.0	0.004	0.009	0.0	0.015	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.011
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	POMC	0.036	0.139	0.014	0.019	0.021	0.147	0.097	0.0	0.046	0.007	0.015	0.019	0.005	0.0	0.003	0.0	0.01	0.011	0.006	0.083
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0593F278B	AGRN	0.064	0.268	0.0	0.05	0.13	0.051	0.079	0.0	0.097	0.26	0.386	0.236	0.308	0.315	0.234	0.598	0.361	0.57	0.385	0.0
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS023656B4B	LRRC4B	0.0	0.0	0.021	0.009	0.086	0.015	0.0	0.038	0.081	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.008	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS064D15A83	LRFN4	0.064	0.04	0.032	0.117	0.098	0.065	0.039	0.0	0.021	0.059	0.042	0.057	0.057	0.055	0.054	0.081	0.085	0.075	0.058	0.032
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0DCD351AD	LRFN5	0.0	0.0	0.064	0.037	0.041	0.005	0.003	0.0	0.017	0.004	0.006	0.0	0.003	0.0	0.0	0.008	0.011	0.011	0.002	0.0
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS08968FFAE	LRRTM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.007	0.0	0.0	0.002	0.0	0.006	0.0	0.004	0.002	0.0
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0EEF491E3	SLITRK4	0.0	0.0	0.008	0.006	0.0	0.013	0.004	0.0	0.034	0.013	0.04	0.017	0.0	0.004	0.008	0.014	0.056	0.011	0.053	0.024
SLITRK5	O94991	False	SLIK5_HUMAN		CPI-SS05F136AA2	SLITRK5	0.0	0.008	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.032	0.012	0.0	0.074	0.122	0.0	0.012	0.075	0.01	0.0
SLITRK6	Q9H5Y7	False	SLIK6_HUMAN		CPI-SS0FAD26C76	SLITRK6	0.0	0.0	0.0	0.036	0.026	0.008	0.0	0.0	0.0	0.003	0.029	0.003	0.013	0.025	0.023	0.0	0.028	0.019	0.01	0.0
APP	P05067	False	A4_HUMAN		CPI-SS080C81D37	APP	1.743	1.818	0.771	0.794	0.953	0.242	0.427	0.776	0.826	0.515	0.756	0.504	0.651	0.628	0.688	0.745	0.765	0.842	0.808	0.182
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	APP	1.743	1.818	0.771	0.794	0.953	0.242	0.427	0.776	0.826	0.515	0.756	0.504	0.651	0.628	0.688	0.745	0.765	0.842	0.808	0.182
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	APLP2	0.742	1.031	0.664	0.897	0.717	0.529	0.98	1.089	0.681	0.888	1.36	1.371	1.691	1.688	2.035	0.998	0.961	0.97	1.049	0.603
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	APP	1.743	1.818	0.771	0.794	0.953	0.242	0.427	0.776	0.826	0.515	0.756	0.504	0.651	0.628	0.688	0.745	0.765	0.842	0.808	0.182
APP	P05067	False	A4_HUMAN		CPI-SS097A84265	APP	1.743	1.818	0.771	0.794	0.953	0.242	0.427	0.776	0.826	0.515	0.756	0.504	0.651	0.628	0.688	0.745	0.765	0.842	0.808	0.182
PI16	Q6UXB8	False	PI16_HUMAN		CPI-SS012E7C8B8	PI16	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
APP	P05067	False	A4_HUMAN		CPI-SC0E89A4EF0	APP	1.743	1.818	0.771	0.794	0.953	0.242	0.427	0.776	0.826	0.515	0.756	0.504	0.651	0.628	0.688	0.745	0.765	0.842	0.808	0.182
APOA1	P02647	False	APOA1_HUMAN		CPI-SC0FE3CE9D1	APOA1	0.002	0.081	0.0	0.012	0.0	0.037	0.009	0.0	0.009	0.119	0.067	0.0	0.022	0.006	0.025	0.441	0.012	0.019	0.055	0.0
APOB	P04114	False	APOB_HUMAN		CPI-SC0EFFE8ACB	APOB	0.0	0.0	0.0	0.018	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SC06C75F978	APOE	0.108	0.11	1.027	2.124	2.014	0.504	1.589	0.173	1.575	0.243	0.163	0.119	0.202	0.178	0.125	0.126	0.058	0.067	0.092	0.169
CLU	P10909	False	CLUS_HUMAN		CPI-SC046AFCFE9	CLU	1.604	1.109	0.431	0.201	0.314	0.377	0.117	1.315	0.173	0.966	0.884	0.789	1.039	0.709	0.207	0.63	0.294	0.431	0.334	1.632
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0CBCF26F8	APLP2	0.742	1.031	0.664	0.897	0.717	0.529	0.98	1.089	0.681	0.888	1.36	1.371	1.691	1.688	2.035	0.998	0.961	0.97	1.049	0.603
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0DE9B07A8	ANGPT1	0.0	0.0	0.017	0.053	0.036	0.01	0.0	0.168	0.119	0.006	0.012	0.033	0.008	0.0	0.032	0.0	0.026	0.0	0.004	0.0
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	ANGPT2	0.355	0.303	0.028	0.043	0.047	0.047	0.006	0.098	0.665	0.039	0.022	0.0	0.025	0.019	0.011	0.016	0.04	0.05	0.049	0.054
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS0D89F86A7	ANGPT4	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.304	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	AGT	0.0	0.0	0.011	0.0	0.011	0.0	0.0	0.0	0.039	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
AGT	P01019	False	ANGT_HUMAN		CPI-SS069924427	AGT	0.0	0.0	0.011	0.0	0.011	0.0	0.0	0.0	0.039	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	ANXA1	0.884	1.114	0.659	1.009	0.346	1.528	1.249	0.787	0.613	3.051	2.392	2.471	1.902	2.227	2.194	2.777	2.804	2.991	2.468	0.046
CTSG	P08311	False	CATG_HUMAN		CPI-SS0C1332E73	CTSG	0.0	0.067	0.0	0.0	0.0	0.025	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	ANXA1	0.884	1.114	0.659	1.009	0.346	1.528	1.249	0.787	0.613	3.051	2.392	2.471	1.902	2.227	2.194	2.777	2.804	2.991	2.468	0.046
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0EEECE1C4	HEBP1	0.299	0.341	0.279	0.217	0.4	0.161	0.304	0.13	0.273	0.024	0.125	0.041	0.064	0.203	0.157	0.055	0.192	0.123	0.219	0.143
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS086CB298F	APLN	0.019	0.021	0.0	0.0	0.0	0.003	0.0	0.0	0.011	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.003	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS015B29D3F	APOA1	0.002	0.081	0.0	0.012	0.0	0.037	0.009	0.0	0.009	0.119	0.067	0.0	0.022	0.006	0.025	0.441	0.012	0.019	0.055	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SC06DAC3119	APOA1	0.002	0.081	0.0	0.012	0.0	0.037	0.009	0.0	0.009	0.119	0.067	0.0	0.022	0.006	0.025	0.441	0.012	0.019	0.055	0.0
APOB	P04114	False	APOB_HUMAN		CPI-SS00BE17C71	APOB	0.0	0.0	0.0	0.018	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	NGF	0.034	0.0	0.074	0.014	0.011	0.0	0.007	0.121	0.165	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.0	0.006	0.007	0.06
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0E4E83C2E	BDNF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0AEAEEECB	NTF3	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.26	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS081A36E07	CD80	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	NGF	0.034	0.0	0.074	0.014	0.011	0.0	0.007	0.121	0.165	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.0	0.006	0.007	0.06
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0BE3867AB	NTF3	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.26	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	NGF	0.034	0.0	0.074	0.014	0.011	0.0	0.007	0.121	0.165	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.0	0.006	0.007	0.06
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	BDNF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	NTS	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.54	0.422	0.965	1.093	1.468	0.543	0.635	0.595	0.751	0.71	0.729	0.469	0.534	0.506	0.547	0.567	0.542	0.419	0.655	0.514
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0C403F032	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC07F8BC578	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0DDF53DDB	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0DA028FF9	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0E866CD7F	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC0A76B562F	GDF5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.002	0.022
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC039AFE4AD	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0464F1C6E	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C97FACEA	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0BACF0481	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F5A1D137	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC061191F76	GDF5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.002	0.022
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC08FDDEC16	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP2	P12643	False	BMP2_HUMAN		CPI-SC05FF723A3	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC00DB2B867	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C676F3BE	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0D389E644	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0079A1C11	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC011C55B71	GDF5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.002	0.022
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0819046AF	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP2	P12643	False	BMP2_HUMAN		CPI-SC04266947A	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01D95B14C	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0D05B755E	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC049520B40	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0A6BE23E9	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC02AACC81C	GDF5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.002	0.022
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC02B778C0B	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0FB40175C	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01C6EA11C	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0F6C8C336	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC05824EDF4	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0722594B0	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC09AFF0384	GDF5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.002	0.022
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC06C46F1A9	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP2	P12643	False	BMP2_HUMAN		CPI-SC070B9F112	BMP2	0.031	0.006	0.045	0.105	0.06	0.03	0.009	0.014	0.144	0.005	0.005	0.011	0.007	0.004	0.025	0.012	0.037	0.099	0.015	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.11	0.092	0.166	0.116	0.051	0.02	0.006	0.0	0.057	0.012	0.003	0.005	0.004	0.006	0.0	0.01	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00D19A858	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0B1EBCCC6	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC02AFDCE1F	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0A1278CD8	GDF7	0.026	0.035	0.085	0.532	0.635	0.116	0.052	0.017	0.104	0.022	0.027	0.018	0.005	0.041	0.019	0.033	0.005	0.032	0.006	0.037
BMP6	P22004	False	BMP6_HUMAN		CPI-SC079BB7A02	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC063D5B0A1	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F78051B8	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC06FA9E664	INHA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.008	0.017	0.0	0.0	0.0	0.008	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0A978EC39	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0A9057425	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0EBF691F3	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC0D868E29E	INHA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.008	0.017	0.0	0.0	0.0	0.008	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00DF87C38	BMP6	0.022	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.018	0.024	0.015	0.006	0.0	0.012	0.031	0.017	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC04771EF53	BMP7	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.031	0.012	0.0	0.0	0.021	0.015	0.035	0.0	0.087	0.022	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0BD23E626	BMP8A	0.0	0.0	0.0	0.0	0.009	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	BDNF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.122	0.08	0.006	0.02	0.011	0.041	0.012	0.385	0.064	0.355	0.279	0.192	0.133	0.157	0.236	0.143	0.173	0.192	0.128	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	NTF3	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.26	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0
CALCA	P01258	False	CALC_HUMAN		CPI-SC00EA503F2	CALCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.013	0.0	0.0	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SC02CD655EB	CALCB	0.0	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS084EA55C0	CLSTN1	0.153	0.23	0.188	0.415	0.383	0.159	0.163	0.148	0.256	0.492	0.408	0.292	0.643	0.368	0.253	0.153	0.206	0.219	0.209	0.352
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS09A6C048C	CLSTN2	0.0	0.012	0.013	0.07	0.136	0.019	0.0	0.0	0.127	0.006	0.008	0.008	0.003	0.0	0.0	0.017	0.0	0.002	0.0	0.0
