gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Endothelial ACKR1	Endothelial SEMA3G	Fibroblast C7	Fibroblast dS	Fibroblast eS	Lymphoid	Myeloid	PV MYH11	PV STEAP4	epi_Ciliated	epi_Ciliated LRG5	epi_Glandular	epi_Glandular_secretory	epi_Lumenal 1	epi_Lumenal 2	epi_Pre-ciliated	epi_SOX9	epi_SOX9_LGR5	epi_SOX9_prolif	uSMC
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC033AC2E73	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0AC4592F2	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0222B6286	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DD99C42B	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS08C7956BD	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0FA9C25E9	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS04A0AEE4C	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS007136501	GLS	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0FC6DD1EA	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0E765613E	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0692512DE	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04BFC66DA	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04473CE2B	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0918CCE56	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC02BF19DCF	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS037F4EF32	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0063E25BD	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E60351FF	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC06CC71FC3	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC036772033	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC016C39E1C	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS077A43ACD	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS071698505	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0305D24F6	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS09F74FD39	GLS	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS0D5D712A6	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS0D893EB03	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS0921FDCC0	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS0C53F30BC	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS070ACE5CB	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC08C4BCAED	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC00F486A57	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS07D0E4897	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC052F5C918	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC0EAD8AFBF	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC0CE99AC11	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC0FC2F01AB	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CC037A4383F	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS099892F99	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS08648BDFD	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS0EECB890E	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS_and_SLC1A1	CPI-CS093EF3F47	SLC1A1	0.1	0.01	0.0	0.08	0.01	0.05	0.04	0.0	0.04	0.11	0.21	0.37	0.4	0.24	0.04	0.02	0.15	0.09	0.19	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0933776AC	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0E5DBD27E	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0899E9304	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS06451E34A	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0DD8D3E0E	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC007CF847B	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC08EE84AE8	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS048A34709	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC05A802EBC	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC086C2B918	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC072B222EE	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC01F8CA118	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC07C08B2DE	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0286AF8D6	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0041BE443	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS05B11F2F4	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS00061350E	SLC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.02	0.0	0.03	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS03487854B	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS00BBBEE62	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS07BBA568D	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS056114BA1	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS034026D0F	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0924D1237	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0C78F642C	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0B15FCB8B	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0D02A5FE5	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC033AC2E73	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0AC4592F2	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0222B6286	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DD99C42B	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS08C7956BD	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0FA9C25E9	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS04A0AEE4C	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS007136501	SLC1A2	0.0	0.01	0.02	0.07	0.08	0.02	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.143	0.0	0.02	0.0	0.01
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS084C627C7	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS04F05F7CF	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DE59E92B	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0AC55FB5B	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC017AB6A86	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	SLC1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0FC6DD1EA	SLC1A3	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0E765613E	SLC1A3	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0692512DE	SLC1A3	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.0	0.0	0.21	0.35	0.03	0.11	0.25	0.26	0.102	0.18	0.21	0.28	0.0
