gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	COL18A1	0.662	0.64	0.44	0.614	0.366	0.092	0.692	0.87	0.842	0.812	0.906	0.836	0.77	0.86	0.076	0.058	0.09	0.072	0.508	0.628	0.312	0.486	0.852	0.958	0.884	0.412	0.498	0.318
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	COL19A1	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.008	0.012	0.002	0.002	0.004
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	COL1A1	0.214	0.326	0.42	0.268	0.576	0.34	0.238	0.212	0.514	0.46	0.446	0.494	0.288	0.314	0.456	0.484	0.256	0.346	0.958	1.0	0.99	1.0	0.846	0.976	1.0	1.0	0.972	0.852
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	COL1A2	0.23	0.308	0.63	0.802	0.258	0.176	0.68	0.909	0.87	0.922	0.528	0.756	0.994	0.934	0.358	0.446	0.222	0.266	0.961	0.994	0.808	0.962	0.826	0.972	0.998	1.0	0.896	0.738
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC076898564	COL21A1	0.074	0.226	0.328	0.016	0.01	0.004	0.006	0.139	0.066	0.136	0.054	0.127	0.018	0.004	0.004	0.004	0.002	0.002	0.138	0.166	0.114	0.122	0.14	0.184	0.406	0.276	0.098	0.026
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0AA500B63	COL22A1	0.002	0.0	0.004	0.008	0.026	0.008	0.01	0.008	0.0	0.004	0.01	0.005	0.002	0.002	0.018	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.002	0.032	0.006	0.006	0.016	0.016
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC09E4E673B	COL24A1	0.004	0.006	0.002	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.0	0.003	0.0	0.002	0.004	0.002	0.002	0.0	0.026	0.038	0.026	0.024	0.002	0.05	0.042	0.068	0.194	0.01
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	COL26A1	0.0	0.002	0.002	0.002	0.002	0.0	0.0	0.0	0.004	0.016	0.044	0.013	0.0	0.006	0.0	0.004	0.0	0.004	0.005	0.032	0.028	0.01	0.004	0.004	0.034	0.096	0.024	0.002
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	COL27A1	0.052	0.074	0.078	0.056	0.102	0.014	0.062	0.663	0.424	0.49	0.448	0.192	0.068	0.166	0.042	0.018	0.024	0.006	0.247	0.3	0.166	0.172	0.136	0.152	0.232	0.608	0.268	0.266
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	COL28A1	0.0	0.0	0.298	0.048	0.01	0.002	0.034	0.054	0.024	0.074	0.046	0.099	0.08	0.048	0.0	0.0	0.0	0.0	0.042	0.014	0.004	0.006	0.002	0.002	0.002	0.014	0.012	0.006
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0AA90A03B	COL2A1	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.023	0.008	0.004	0.0	0.029	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.0	0.004
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	COL3A1	0.3	0.448	0.4	0.25	0.404	0.266	0.364	0.238	0.306	0.372	0.332	0.405	0.334	0.332	0.554	0.556	0.332	0.47	0.945	1.0	0.964	0.998	0.866	0.984	1.0	1.0	0.998	0.886
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	COL4A1	0.706	0.82	0.214	0.16	0.534	0.136	0.158	0.161	0.722	0.508	0.786	0.436	0.29	0.362	0.088	0.09	0.056	0.062	0.531	0.88	0.798	0.83	0.732	0.966	0.984	0.696	0.796	0.604
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	COL4A2	0.702	0.816	0.208	0.156	0.52	0.162	0.168	0.416	0.79	0.656	0.856	0.413	0.354	0.502	0.104	0.076	0.042	0.052	0.669	0.908	0.838	0.89	0.76	0.962	0.99	0.844	0.932	0.7
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0CC8A2F79	COL4A3	0.0	0.0	0.0	0.006	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.018	0.004	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.002	0.0	0.02	0.006	0.004	0.026	0.004
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	COL4A4	0.002	0.0	0.014	0.006	0.012	0.0	0.006	0.003	0.004	0.002	0.01	0.005	0.036	0.032	0.002	0.002	0.008	0.016	0.034	0.006	0.008	0.014	0.004	0.042	0.024	0.004	0.102	0.004
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	COL4A5	0.056	0.084	0.112	0.034	0.054	0.01	0.05	0.11	0.214	0.204	0.122	0.203	0.064	0.042	0.006	0.004	0.006	0.004	0.208	0.37	0.114	0.296	0.28	0.23	0.108	0.23	0.128	0.476
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	COL4A6	0.004	0.0	0.002	0.0	0.0	0.0	0.004	0.006	0.002	0.006	0.002	0.005	0.0	0.002	0.0	0.0	0.0	0.002	0.102	0.066	0.024	0.064	0.134	0.036	0.012	0.012	0.008	0.326
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	COL5A1	0.112	0.18	0.064	0.028	0.058	0.04	0.014	0.051	0.12	0.126	0.222	0.143	0.05	0.036	0.096	0.062	0.048	0.042	0.555	0.804	0.566	0.646	0.23	0.602	0.798	0.894	0.68	0.346
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	COL5A2	0.038	0.056	0.322	0.046	0.046	0.02	0.036	0.023	0.112	0.128	0.142	0.325	0.062	0.042	0.06	0.08	0.018	0.028	0.578	0.874	0.456	0.788	0.418	0.87	0.928	0.846	0.778	0.228
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DA063880	COL5A3	0.01	0.008	0.006	0.004	0.004	0.0	0.008	0.003	0.004	0.008	0.01	0.01	0.012	0.008	0.008	0.006	0.002	0.0	0.141	0.188	0.086	0.122	0.278	0.568	0.548	0.092	0.138	0.034
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	COL6A1	0.424	0.482	0.166	0.1	0.182	0.064	0.106	0.136	0.132	0.132	0.278	0.496	0.12	0.156	0.164	0.14	0.108	0.096	0.922	0.98	0.854	0.978	0.834	0.908	0.98	0.982	0.814	0.7
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	COL6A2	0.552	0.704	0.134	0.072	0.156	0.108	0.086	0.037	0.048	0.092	0.118	0.138	0.094	0.118	0.128	0.166	0.088	0.112	0.982	0.976	0.948	0.958	0.924	0.938	0.988	0.97	0.894	0.816
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	COL6A3	0.06	0.078	0.106	0.076	0.086	0.062	0.072	0.017	0.068	0.056	0.064	0.179	0.042	0.056	0.102	0.092	0.026	0.048	0.807	0.888	0.554	0.806	0.648	0.61	0.954	0.876	0.85	0.514
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	COL6A6	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.002	0.002	0.004	0.0	0.0	0.003	0.05	0.002	0.024	0.0	0.002	0.012	0.056	0.014	0.004
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0B4771D76	COL7A1	0.022	0.032	0.054	0.02	0.034	0.006	0.006	0.04	0.092	0.056	0.14	0.127	0.02	0.038	0.046	0.04	0.018	0.028	0.125	0.476	0.276	0.27	0.062	0.278	0.402	0.61	0.734	0.076
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	COL8A1	0.034	0.002	0.004	0.002	0.0	0.0	0.002	0.0	0.004	0.004	0.014	0.0	0.004	0.006	0.008	0.004	0.002	0.004	0.211	0.01	0.01	0.024	0.014	0.012	0.076	0.004	0.448	0.028
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0FCB8DFBB	COL8A2	0.0	0.004	0.002	0.002	0.006	0.0	0.004	0.0	0.004	0.002	0.01	0.018	0.0	0.0	0.108	0.044	0.0	0.0	0.034	0.002	0.006	0.002	0.014	0.006	0.004	0.012	0.014	0.008
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC050CC3A3F	COL9A1	0.0	0.002	0.012	0.0	0.002	0.0	0.0	0.003	0.014	0.016	0.176	0.065	0.0	0.004	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.18	0.02	0.002	0.004	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	COL9A2	0.002	0.008	0.194	0.018	0.008	0.0	0.24	0.229	0.268	0.404	0.6	0.465	0.034	0.298	0.06	0.022	0.018	0.01	0.005	0.002	0.002	0.002	0.006	0.024	0.016	0.01	0.034	0.022
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0FD500AF3	COL9A3	0.03	0.096	0.062	0.006	0.004	0.0	0.004	0.025	0.018	0.026	0.018	0.047	0.034	0.01	0.008	0.0	0.014	0.014	0.021	0.012	0.004	0.004	0.002	0.006	0.006	0.022	0.01	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	FN1	0.742	0.646	0.072	0.06	0.078	0.03	0.028	0.057	0.046	0.062	0.06	0.075	0.134	0.102	0.216	0.102	0.08	0.088	0.497	0.96	0.478	0.746	0.348	0.868	0.846	0.78	0.562	0.324
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0519DE925	COL10A1	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	COL11A1	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.008	0.004	0.004	0.0	0.0	0.002	0.004	0.006	0.0	0.0	0.023	0.018	0.0	0.004	0.0	0.014	0.078	0.096	0.012	0.002
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC06DCE672A	COL11A2	0.012	0.022	0.004	0.006	0.0	0.0	0.002	0.008	0.022	0.022	0.004	0.005	0.002	0.006	0.0	0.0	0.004	0.01	0.005	0.002	0.008	0.008	0.006	0.016	0.016	0.006	0.008	0.006
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0A3722F1F	COL12A1	0.07	0.05	0.118	0.05	0.062	0.016	0.052	0.178	0.424	0.46	0.556	0.304	0.108	0.102	0.02	0.014	0.006	0.004	0.443	0.21	0.352	0.242	0.24	0.482	0.412	0.328	0.612	0.526
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC093DFA335	COL13A1	0.018	0.066	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.004	0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.002	0.014	0.036	0.006	0.012	0.048	0.002
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC092A2325E	COL14A1	0.022	0.024	0.09	0.042	0.048	0.028	0.1	0.031	0.026	0.026	0.058	0.078	0.01	0.19	0.038	0.03	0.026	0.026	0.721	0.734	0.226	0.462	0.722	0.828	0.586	0.778	0.322	0.152
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0BCE0B954	COL15A1	0.22	0.432	0.028	0.028	0.026	0.02	0.026	0.02	0.01	0.01	0.02	0.01	0.004	0.006	0.048	0.014	0.072	0.026	0.576	0.362	0.534	0.518	0.118	0.2	0.27	0.394	0.432	0.178
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01633DC81	COL16A1	0.018	0.008	0.042	0.04	0.018	0.01	0.018	0.023	0.026	0.016	0.038	0.036	0.028	0.036	0.014	0.012	0.006	0.0	0.417	0.2	0.018	0.114	0.142	0.186	0.292	0.428	0.158	0.14
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0D3C68BD6	COL17A1	0.01	0.026	0.274	0.13	0.106	0.002	0.032	0.042	0.08	0.014	0.014	0.348	0.012	0.006	0.0	0.004	0.0	0.002	0.0	0.004	0.0	0.006	0.0	0.006	0.004	0.004	0.002	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0755F1632	COL18A1	0.662	0.64	0.44	0.614	0.366	0.092	0.692	0.87	0.842	0.812	0.906	0.836	0.77	0.86	0.076	0.058	0.09	0.072	0.508	0.628	0.312	0.486	0.852	0.958	0.884	0.412	0.498	0.318
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0E09C8768	COL19A1	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.008	0.012	0.002	0.002	0.004
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	COL1A1	0.214	0.326	0.42	0.268	0.576	0.34	0.238	0.212	0.514	0.46	0.446	0.494	0.288	0.314	0.456	0.484	0.256	0.346	0.958	1.0	0.99	1.0	0.846	0.976	1.0	1.0	0.972	0.852
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	COL1A2	0.23	0.308	0.63	0.802	0.258	0.176	0.68	0.909	0.87	0.922	0.528	0.756	0.994	0.934	0.358	0.446	0.222	0.266	0.961	0.994	0.808	0.962	0.826	0.972	0.998	1.0	0.896	0.738
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC0C1E494D6	COL21A1	0.074	0.226	0.328	0.016	0.01	0.004	0.006	0.139	0.066	0.136	0.054	0.127	0.018	0.004	0.004	0.004	0.002	0.002	0.138	0.166	0.114	0.122	0.14	0.184	0.406	0.276	0.098	0.026
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC015ED6B05	COL22A1	0.002	0.0	0.004	0.008	0.026	0.008	0.01	0.008	0.0	0.004	0.01	0.005	0.002	0.002	0.018	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.002	0.032	0.006	0.006	0.016	0.016
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0B09B811A	COL24A1	0.004	0.006	0.002	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.0	0.003	0.0	0.002	0.004	0.002	0.002	0.0	0.026	0.038	0.026	0.024	0.002	0.05	0.042	0.068	0.194	0.01
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC08885876E	COL26A1	0.0	0.002	0.002	0.002	0.002	0.0	0.0	0.0	0.004	0.016	0.044	0.013	0.0	0.006	0.0	0.004	0.0	0.004	0.005	0.032	0.028	0.01	0.004	0.004	0.034	0.096	0.024	0.002
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0FC6454F5	COL27A1	0.052	0.074	0.078	0.056	0.102	0.014	0.062	0.663	0.424	0.49	0.448	0.192	0.068	0.166	0.042	0.018	0.024	0.006	0.247	0.3	0.166	0.172	0.136	0.152	0.232	0.608	0.268	0.266
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E40282DA	COL28A1	0.0	0.0	0.298	0.048	0.01	0.002	0.034	0.054	0.024	0.074	0.046	0.099	0.08	0.048	0.0	0.0	0.0	0.0	0.042	0.014	0.004	0.006	0.002	0.002	0.002	0.014	0.012	0.006
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	COL2A1	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.023	0.008	0.004	0.0	0.029	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.0	0.004
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	COL3A1	0.3	0.448	0.4	0.25	0.404	0.266	0.364	0.238	0.306	0.372	0.332	0.405	0.334	0.332	0.554	0.556	0.332	0.47	0.945	1.0	0.964	0.998	0.866	0.984	1.0	1.0	0.998	0.886
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	COL4A1	0.706	0.82	0.214	0.16	0.534	0.136	0.158	0.161	0.722	0.508	0.786	0.436	0.29	0.362	0.088	0.09	0.056	0.062	0.531	0.88	0.798	0.83	0.732	0.966	0.984	0.696	0.796	0.604
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	COL4A2	0.702	0.816	0.208	0.156	0.52	0.162	0.168	0.416	0.79	0.656	0.856	0.413	0.354	0.502	0.104	0.076	0.042	0.052	0.669	0.908	0.838	0.89	0.76	0.962	0.99	0.844	0.932	0.7
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC08F17FB3E	COL4A3	0.0	0.0	0.0	0.006	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.018	0.004	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.002	0.0	0.02	0.006	0.004	0.026	0.004
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	COL4A4	0.002	0.0	0.014	0.006	0.012	0.0	0.006	0.003	0.004	0.002	0.01	0.005	0.036	0.032	0.002	0.002	0.008	0.016	0.034	0.006	0.008	0.014	0.004	0.042	0.024	0.004	0.102	0.004
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC044B5BE16	COL4A5	0.056	0.084	0.112	0.034	0.054	0.01	0.05	0.11	0.214	0.204	0.122	0.203	0.064	0.042	0.006	0.004	0.006	0.004	0.208	0.37	0.114	0.296	0.28	0.23	0.108	0.23	0.128	0.476
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC01539071B	COL4A6	0.004	0.0	0.002	0.0	0.0	0.0	0.004	0.006	0.002	0.006	0.002	0.005	0.0	0.002	0.0	0.0	0.0	0.002	0.102	0.066	0.024	0.064	0.134	0.036	0.012	0.012	0.008	0.326
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	COL5A1	0.112	0.18	0.064	0.028	0.058	0.04	0.014	0.051	0.12	0.126	0.222	0.143	0.05	0.036	0.096	0.062	0.048	0.042	0.555	0.804	0.566	0.646	0.23	0.602	0.798	0.894	0.68	0.346
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	COL5A2	0.038	0.056	0.322	0.046	0.046	0.02	0.036	0.023	0.112	0.128	0.142	0.325	0.062	0.042	0.06	0.08	0.018	0.028	0.578	0.874	0.456	0.788	0.418	0.87	0.928	0.846	0.778	0.228
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0D0BFC9F7	COL5A3	0.01	0.008	0.006	0.004	0.004	0.0	0.008	0.003	0.004	0.008	0.01	0.01	0.012	0.008	0.008	0.006	0.002	0.0	0.141	0.188	0.086	0.122	0.278	0.568	0.548	0.092	0.138	0.034
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	COL6A1	0.424	0.482	0.166	0.1	0.182	0.064	0.106	0.136	0.132	0.132	0.278	0.496	0.12	0.156	0.164	0.14	0.108	0.096	0.922	0.98	0.854	0.978	0.834	0.908	0.98	0.982	0.814	0.7
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	COL6A2	0.552	0.704	0.134	0.072	0.156	0.108	0.086	0.037	0.048	0.092	0.118	0.138	0.094	0.118	0.128	0.166	0.088	0.112	0.982	0.976	0.948	0.958	0.924	0.938	0.988	0.97	0.894	0.816
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	COL6A3	0.06	0.078	0.106	0.076	0.086	0.062	0.072	0.017	0.068	0.056	0.064	0.179	0.042	0.056	0.102	0.092	0.026	0.048	0.807	0.888	0.554	0.806	0.648	0.61	0.954	0.876	0.85	0.514
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	COL6A6	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.002	0.002	0.004	0.0	0.0	0.003	0.05	0.002	0.024	0.0	0.002	0.012	0.056	0.014	0.004
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC037038602	COL7A1	0.022	0.032	0.054	0.02	0.034	0.006	0.006	0.04	0.092	0.056	0.14	0.127	0.02	0.038	0.046	0.04	0.018	0.028	0.125	0.476	0.276	0.27	0.062	0.278	0.402	0.61	0.734	0.076
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC04FF0CDA1	COL8A1	0.034	0.002	0.004	0.002	0.0	0.0	0.002	0.0	0.004	0.004	0.014	0.0	0.004	0.006	0.008	0.004	0.002	0.004	0.211	0.01	0.01	0.024	0.014	0.012	0.076	0.004	0.448	0.028
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0CC30CEC0	COL8A2	0.0	0.004	0.002	0.002	0.006	0.0	0.004	0.0	0.004	0.002	0.01	0.018	0.0	0.0	0.108	0.044	0.0	0.0	0.034	0.002	0.006	0.002	0.014	0.006	0.004	0.012	0.014	0.008
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0E8C3A996	COL9A1	0.0	0.002	0.012	0.0	0.002	0.0	0.0	0.003	0.014	0.016	0.176	0.065	0.0	0.004	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.18	0.02	0.002	0.004	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	COL9A2	0.002	0.008	0.194	0.018	0.008	0.0	0.24	0.229	0.268	0.404	0.6	0.465	0.034	0.298	0.06	0.022	0.018	0.01	0.005	0.002	0.002	0.002	0.006	0.024	0.016	0.01	0.034	0.022
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC086D7EC73	COL9A3	0.03	0.096	0.062	0.006	0.004	0.0	0.004	0.025	0.018	0.026	0.018	0.047	0.034	0.01	0.008	0.0	0.014	0.014	0.021	0.012	0.004	0.004	0.002	0.006	0.006	0.022	0.01	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC0AE4F5BAB	FN1	0.742	0.646	0.072	0.06	0.078	0.03	0.028	0.057	0.046	0.062	0.06	0.075	0.134	0.102	0.216	0.102	0.08	0.088	0.497	0.96	0.478	0.746	0.348	0.868	0.846	0.78	0.562	0.324
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SS0343DD0EE	COL3A1	0.3	0.448	0.4	0.25	0.404	0.266	0.364	0.238	0.306	0.372	0.332	0.405	0.334	0.332	0.554	0.556	0.332	0.47	0.945	1.0	0.964	0.998	0.866	0.984	1.0	1.0	0.998	0.886
GAST	P01350	False	GAST_HUMAN		CPI-SS06265E131	GAST	0.016	0.008	0.122	0.414	0.422	0.324	0.132	0.014	0.008	0.004	0.006	0.029	0.02	0.022	0.012	0.014	0.008	0.014	0.0	0.01	0.028	0.038	0.0	0.022	0.006	0.004	0.0	0.0
TGM2	P21980	False	TGM2_HUMAN		CPI-SS09C0B8677	TGM2	0.698	0.716	0.136	0.068	0.312	0.258	0.1	0.048	0.066	0.052	0.122	0.044	0.036	0.04	0.26	0.13	0.042	0.06	0.753	0.646	0.974	0.854	0.472	0.424	0.46	0.692	0.66	0.606
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SS015BF69EE	COL4A1	0.706	0.82	0.214	0.16	0.534	0.136	0.158	0.161	0.722	0.508	0.786	0.436	0.29	0.362	0.088	0.09	0.056	0.062	0.531	0.88	0.798	0.83	0.732	0.966	0.984	0.696	0.796	0.604
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SS01771D11B	COL4A2	0.702	0.816	0.208	0.156	0.52	0.162	0.168	0.416	0.79	0.656	0.856	0.413	0.354	0.502	0.104	0.076	0.042	0.052	0.669	0.908	0.838	0.89	0.76	0.962	0.99	0.844	0.932	0.7
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SS0AADAB219	COL4A3	0.0	0.0	0.0	0.006	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.018	0.004	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.002	0.0	0.02	0.006	0.004	0.026	0.004
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SS06D2944B5	COL4A4	0.002	0.0	0.014	0.006	0.012	0.0	0.006	0.003	0.004	0.002	0.01	0.005	0.036	0.032	0.002	0.002	0.008	0.016	0.034	0.006	0.008	0.014	0.004	0.042	0.024	0.004	0.102	0.004
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SS0924C61F1	COL4A5	0.056	0.084	0.112	0.034	0.054	0.01	0.05	0.11	0.214	0.204	0.122	0.203	0.064	0.042	0.006	0.004	0.006	0.004	0.208	0.37	0.114	0.296	0.28	0.23	0.108	0.23	0.128	0.476
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SS0BBF93C62	COL4A6	0.004	0.0	0.002	0.0	0.0	0.0	0.004	0.006	0.002	0.006	0.002	0.005	0.0	0.002	0.0	0.0	0.0	0.002	0.102	0.066	0.024	0.064	0.134	0.036	0.012	0.012	0.008	0.326
LAMA2	P24043	False	LAMA2_HUMAN		CPI-SS0335C4DDE	LAMA2	0.01	0.02	0.088	0.082	0.026	0.006	0.044	0.003	0.062	0.026	0.07	0.132	0.068	0.126	0.022	0.016	0.004	0.006	0.354	0.592	0.216	0.494	0.024	0.116	0.386	0.252	0.388	0.048
PRNP	F7VJQ1	False	APRIO_HUMAN		CPI-SS0087B834D	PRNP	0.364	0.38	0.152	0.098	0.144	0.026	0.172	0.38	0.272	0.182	0.42	0.408	0.146	0.306	0.436	0.556	0.346	0.178	0.685	0.468	0.526	0.508	0.49	0.244	0.366	0.586	0.654	0.532
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	DSC2	0.006	0.01	0.234	0.49	0.36	0.092	0.378	0.456	0.352	0.196	0.282	0.236	0.22	0.3	0.144	0.214	0.002	0.008	0.021	0.004	0.004	0.01	0.006	0.012	0.002	0.002	0.012	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	DSG2	0.012	0.01	0.564	0.508	0.41	0.064	0.57	0.864	0.688	0.738	0.744	0.639	0.692	0.656	0.01	0.014	0.004	0.008	0.01	0.042	0.01	0.034	0.006	0.034	0.018	0.03	0.038	0.026
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS09491FBF4	DAG1	0.35	0.316	0.446	0.324	0.48	0.11	0.294	0.459	0.47	0.492	0.538	0.623	0.526	0.378	0.052	0.094	0.096	0.024	0.128	0.144	0.172	0.15	0.128	0.42	0.246	0.296	0.242	0.134
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0D9DE7106	DAG1	0.35	0.316	0.446	0.324	0.48	0.11	0.294	0.459	0.47	0.492	0.538	0.623	0.526	0.378	0.052	0.094	0.096	0.024	0.128	0.144	0.172	0.15	0.128	0.42	0.246	0.296	0.242	0.134
