gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS09491FBF4	DAG1	0.554	0.369	0.494	0.371	0.392	0.19	0.439	0.25	0.304	0.303	0.366	0.333	0.365	0.325	0.047	0.122	0.111	0.072	0.244	0.18	0.179	0.2	0.21	0.518	0.302	0.318	0.248	0.23
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0D9DE7106	DAG1	0.554	0.369	0.494	0.371	0.392	0.19	0.439	0.25	0.304	0.303	0.366	0.333	0.365	0.325	0.047	0.122	0.111	0.072	0.244	0.18	0.179	0.2	0.21	0.518	0.302	0.318	0.248	0.23
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS0DD3733E8	CLSTN1	0.722	0.586	0.654	0.588	0.903	0.595	0.561	0.334	0.242	0.336	0.345	0.281	0.216	0.306	0.186	0.32	0.279	0.194	0.693	0.772	0.752	0.654	0.546	0.497	0.63	0.832	0.98	0.909
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS01A7DC3C1	CLSTN2	0.025	0.01	0.011	0.0	0.0	0.007	0.0	0.0	0.002	0.004	0.002	0.006	0.001	0.001	0.004	0.014	0.006	0.0	0.178	0.139	0.129	0.092	1.235	0.074	0.02	0.192	0.207	0.098
CLSTN3	Q9BQT9	False	CSTN3_HUMAN		CPI-SS0180FFBED	CLSTN3	0.399	0.598	0.037	0.026	0.014	0.016	0.022	0.075	0.12	0.064	0.101	0.056	0.033	0.07	0.053	0.032	0.432	0.189	0.232	0.111	0.129	0.172	0.211	0.068	0.099	0.137	0.111	0.098
LRRTM1	Q86UE6	False	LRRT1_HUMAN		CPI-SS0EEFFA23C	LRRTM1	0.0	0.0	0.008	0.003	0.002	0.0	0.008	0.003	0.008	0.004	0.014	0.002	0.004	0.004	0.005	0.0	0.0	0.004	0.0	0.109	0.004	0.046	0.004	0.006	0.026	0.162	0.128	0.008
LRRTM2	O43300	False	LRRT2_HUMAN		CPI-SS0C0329180	LRRTM2	0.014	0.026	0.025	0.047	0.04	0.002	0.026	0.022	0.14	0.034	0.082	0.02	0.034	0.071	0.008	0.006	0.011	0.012	0.0	0.015	0.005	0.013	0.003	0.02	0.02	0.012	0.015	0.0
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS0F97A06CD	LRRTM4	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.005	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.011	0.006	0.004
NLGN1	Q8N2Q7	False	NLGN1_HUMAN		CPI-SS0731F750C	NLGN1	0.0	0.012	0.011	0.001	0.002	0.0	0.0	0.001	0.006	0.001	0.0	0.004	0.0	0.002	0.002	0.009	0.0	0.0	0.188	0.339	0.064	0.211	0.177	0.024	0.21	0.406	0.202	0.05
NLGN2	Q8NFZ4	False	NLGN2_HUMAN		CPI-SS0C12FCB93	NLGN2	0.112	0.08	0.018	0.01	0.029	0.015	0.004	0.016	0.013	0.008	0.027	0.003	0.008	0.028	0.013	0.015	0.006	0.018	0.311	0.325	0.199	0.355	0.336	0.192	0.227	0.267	0.281	0.221
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS07FBAAD8D	NLGN3	0.004	0.006	0.0	0.001	0.001	0.0	0.0	0.003	0.005	0.004	0.0	0.001	0.001	0.004	0.011	0.008	0.003	0.008	0.084	0.032	0.002	0.007	0.01	0.013	0.032	0.053	0.008	0.032
NLGN4X	Q8N0W4	False	NLGNX_HUMAN		CPI-SS0F9118AB4	NLGN4X	0.196	0.097	0.163	0.049	0.058	0.023	0.846	0.029	0.014	0.032	0.355	0.062	0.036	0.427	0.027	0.008	0.0	0.057	0.276	0.412	0.382	0.699	0.053	0.105	0.28	0.253	0.344	0.089
FN1	P02751	False	FINC_HUMAN		CPI-SC0149E8473	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC088D2EEF4	L1CAM	0.01	0.002	0.008	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.002	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.004
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0D085D655	THBS1	0.986	1.361	0.549	0.048	0.613	0.386	0.105	0.175	0.599	0.096	0.693	0.563	0.028	0.383	1.152	0.499	0.461	0.382	2.425	0.233	2.729	0.828	2.938	3.751	2.952	0.616	1.571	5.554
VTN	P04004	False	VTNC_HUMAN		CPI-SC0EA162039	VTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.013	0.0	0.064	0.022	0.019	0.021	0.024	0.011	0.002	0.01
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0AFB661A4	CD40LG	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.031	0.024	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
PLG	P00747	False	PLMN_HUMAN		CPI-SC003C7B6F1	PLG	0.0	0.0	0.031	0.0	0.001	0.023	0.0	0.001	0.002	0.002	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0C09120F1	ICAM1	1.676	1.847	0.152	0.213	0.143	0.153	0.164	0.131	0.515	0.435	0.578	0.142	0.306	0.404	2.366	2.152	0.392	0.49	0.354	0.052	0.914	0.219	0.634	0.304	0.204	0.151	0.29	0.363
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC071B77A18	JAM3	0.383	0.248	0.005	0.001	0.003	0.005	0.003	0.0	0.007	0.004	0.004	0.018	0.001	0.002	0.004	0.006	0.008	0.026	0.422	0.223	0.212	0.293	0.34	0.375	0.385	0.29	0.381	0.609
F10	P00742	False	FA10_HUMAN		CPI-SC02C7E2DB4	F10	0.016	0.032	0.024	0.013	0.002	0.029	0.019	0.001	0.001	0.01	0.002	0.128	0.005	0.013	0.019	0.016	0.014	0.052	0.887	1.918	0.264	0.823	1.144	0.245	0.34	0.708	0.269	0.108
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	C3	0.024	0.017	0.439	0.736	0.249	0.053	0.369	0.288	0.413	0.464	1.292	0.431	0.181	0.622	0.802	0.91	0.025	0.035	5.742	0.049	1.044	1.037	0.053	0.043	0.032	0.026	0.63	0.033
THY1	P04216	False	THY1_HUMAN		CPI-SC003905460	THY1	0.916	2.651	0.081	0.021	0.042	0.143	0.014	0.013	0.04	0.039	0.043	0.041	0.008	0.019	0.133	0.155	0.076	0.181	2.722	1.946	1.983	1.355	0.96	4.398	9.174	5.482	2.177	0.667
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0329DFA42	GP1BA	0.008	0.0	0.016	0.0	0.005	0.0	0.006	0.006	0.021	0.003	0.013	0.004	0.008	0.012	0.004	0.002	0.0	0.0	0.0	0.003	0.003	0.003	0.006	0.0	0.01	0.001	0.011	0.012
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC08CB03AD8	ICAM1	1.676	1.847	0.152	0.213	0.143	0.153	0.164	0.131	0.515	0.435	0.578	0.142	0.306	0.404	2.366	2.152	0.392	0.49	0.354	0.052	0.914	0.219	0.634	0.304	0.204	0.151	0.29	0.363
THY1	P04216	False	THY1_HUMAN		CPI-SC0EFDBED2D	THY1	0.916	2.651	0.081	0.021	0.042	0.143	0.014	0.013	0.04	0.039	0.043	0.041	0.008	0.019	0.133	0.155	0.076	0.181	2.722	1.946	1.983	1.355	0.96	4.398	9.174	5.482	2.177	0.667
FN1	P02751	False	FINC_HUMAN		CPI-SC08C485EAE	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0E5A1BA8E	LAMA3	0.113	0.123	0.381	0.107	0.149	0.026	0.302	0.088	0.099	0.163	0.469	0.215	0.187	0.44	0.015	0.015	0.004	0.025	0.17	0.102	0.036	0.05	1.005	0.95	0.294	0.161	0.057	0.453
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0B80B8591	THBS1	0.986	1.361	0.549	0.048	0.613	0.386	0.105	0.175	0.599	0.096	0.693	0.563	0.028	0.383	1.152	0.499	0.461	0.382	2.425	0.233	2.729	0.828	2.938	3.751	2.952	0.616	1.571	5.554
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC0FA241084	CSPG4	0.007	0.013	0.008	0.002	0.002	0.0	0.0	0.0	0.0	0.002	0.001	0.004	0.008	0.004	0.006	0.0	0.039	0.0	0.03	0.017	0.003	0.005	0.292	0.903	0.318	0.027	0.007	0.302
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	JAM2	1.846	1.243	0.011	0.0	0.001	0.002	0.0	0.052	0.202	0.144	0.006	0.023	0.016	0.003	0.03	0.025	0.007	0.004	0.346	0.114	0.064	0.061	0.134	0.066	0.183	0.256	0.22	0.199
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	SPP1	0.469	2.5	1.328	5.517	3.515	4.639	1.16	0.028	0.018	0.106	0.091	0.091	0.545	0.278	34.55	12.775	0.065	0.098	0.006	0.056	0.043	0.17	0.018	0.1	0.066	0.008	0.044	0.001
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	TNC	0.06	0.95	0.032	0.018	0.026	0.015	0.001	0.219	1.245	0.446	0.17	0.151	0.001	0.01	0.045	0.044	0.023	0.052	0.675	0.562	0.257	0.327	0.752	0.36	2.033	1.178	0.319	1.032
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	VCAM1	0.513	0.731	0.008	0.002	0.001	0.004	0.004	0.0	0.0	0.001	0.052	0.007	0.0	0.001	0.045	0.165	0.003	0.018	0.206	0.015	0.072	0.069	0.016	0.182	0.033	0.013	0.15	0.017
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC09A33C92E	PLA2G2A	0.004	0.017	0.004	0.013	0.012	0.051	0.008	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.007	0.01	0.003	0.017	0.612	0.02	0.413	0.824	0.017	0.013	0.015	0.004	0.02	0.022
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	PLAUR	0.312	0.763	1.779	3.767	4.267	0.766	4.239	0.504	5.509	1.178	5.769	1.108	1.304	3.874	7.68	4.004	0.081	0.13	0.418	0.231	1.039	0.306	0.265	0.298	0.314	0.319	0.732	0.228
FN1	P02751	False	FINC_HUMAN		CPI-SC034EE8AAA	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC06C0A2080	VCAM1	0.513	0.731	0.008	0.002	0.001	0.004	0.004	0.0	0.0	0.001	0.052	0.007	0.0	0.001	0.045	0.165	0.003	0.018	0.206	0.015	0.072	0.069	0.016	0.182	0.033	0.013	0.15	0.017
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC056FC1F11	MADCAM1	0.042	0.118	0.001	0.004	0.002	0.0	0.0	0.006	0.004	0.003	0.001	0.002	0.0	0.0	0.006	0.011	0.0	0.011	0.029	0.02	0.004	0.018	0.0	0.005	0.01	0.008	0.008	0.008
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC02CB6F5A5	L1CAM	0.01	0.002	0.008	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.002	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.004
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC08F3F7DC6	PLA2G2A	0.004	0.017	0.004	0.013	0.012	0.051	0.008	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.007	0.01	0.003	0.017	0.612	0.02	0.413	0.824	0.017	0.013	0.015	0.004	0.02	0.022
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC03A4FA18B	CD40LG	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.031	0.024	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FBN1	P35555	False	FBN1_HUMAN		CPI-SC0ABE9B7D2	FBN1	0.804	0.392	0.021	0.018	0.035	0.027	0.021	0.008	0.015	0.007	0.019	0.034	0.003	0.01	0.07	0.088	0.024	0.053	1.617	2.427	1.324	1.564	0.373	0.807	1.407	2.504	2.147	0.26
FN1	P02751	False	FINC_HUMAN		CPI-SC04BC5B245	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
TNC	P24821	False	TENA_HUMAN		CPI-SC09B2D1C63	TNC	0.06	0.95	0.032	0.018	0.026	0.015	0.001	0.219	1.245	0.446	0.17	0.151	0.001	0.01	0.045	0.044	0.023	0.052	0.675	0.562	0.257	0.327	0.752	0.36	2.033	1.178	0.319	1.032
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC01D9AD677	L1CAM	0.01	0.002	0.008	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.002	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.004
VTN	P04004	False	VTNC_HUMAN		CPI-SC0717E21B0	VTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.013	0.0	0.064	0.022	0.019	0.021	0.024	0.011	0.002	0.01
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	L1CAM	0.01	0.002	0.008	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.002	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.004
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	LAMC1	1.089	1.474	0.424	0.628	1.164	0.525	0.582	0.396	0.819	0.571	0.703	0.358	0.359	0.532	0.051	0.071	0.016	0.088	1.031	0.59	0.577	0.726	1.279	2.159	1.577	0.978	1.484	0.747
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	SPP1	0.469	2.5	1.328	5.517	3.515	4.639	1.16	0.028	0.018	0.106	0.091	0.091	0.545	0.278	34.55	12.775	0.065	0.098	0.006	0.056	0.043	0.17	0.018	0.1	0.066	0.008	0.044	0.001
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	TNC	0.06	0.95	0.032	0.018	0.026	0.015	0.001	0.219	1.245	0.446	0.17	0.151	0.001	0.01	0.045	0.044	0.023	0.052	0.675	0.562	0.257	0.327	0.752	0.36	2.033	1.178	0.319	1.032
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	THBS1	0.986	1.361	0.549	0.048	0.613	0.386	0.105	0.175	0.599	0.096	0.693	0.563	0.028	0.383	1.152	0.499	0.461	0.382	2.425	0.233	2.729	0.828	2.938	3.751	2.952	0.616	1.571	5.554
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	VTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.013	0.0	0.064	0.022	0.019	0.021	0.024	0.011	0.002	0.01
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	FGF1	0.0	0.0	0.0	0.002	0.0	0.0	0.006	0.001	0.0	0.001	0.001	0.001	0.002	0.001	0.0	0.006	0.0	0.0	0.025	0.023	0.0	0.004	0.0	0.021	0.016	0.077	0.063	0.013
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	FGF2	0.57	0.177	0.012	0.005	0.006	0.032	0.012	0.0	0.024	0.003	0.047	0.011	0.001	0.005	0.009	0.003	0.0	0.02	0.311	0.25	0.629	0.324	0.216	0.24	0.244	0.247	0.554	0.512
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	IGF1	0.199	0.226	0.374	0.271	0.643	0.787	0.332	0.37	0.155	0.127	0.134	0.148	0.089	0.17	0.674	1.999	0.187	0.73	5.434	26.505	2.337	14.36	0.239	1.576	7.527	20.877	5.757	2.06
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	PLAUR	0.312	0.763	1.779	3.767	4.267	0.766	4.239	0.504	5.509	1.178	5.769	1.108	1.304	3.874	7.68	4.004	0.081	0.13	0.418	0.231	1.039	0.306	0.265	0.298	0.314	0.319	0.732	0.228
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	THY1	0.916	2.651	0.081	0.021	0.042	0.143	0.014	0.013	0.04	0.039	0.043	0.041	0.008	0.019	0.133	0.155	0.076	0.181	2.722	1.946	1.983	1.355	0.96	4.398	9.174	5.482	2.177	0.667
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	VWF	4.052	11.864	0.014	0.013	0.033	0.009	0.024	0.012	0.007	0.022	0.011	0.013	0.011	0.012	0.045	0.038	0.019	0.046	0.07	0.055	0.012	0.041	0.084	0.048	0.098	0.027	0.041	0.058
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	MMP2	2.443	0.709	0.072	0.025	0.096	0.272	0.042	0.519	0.03	0.045	0.082	0.028	0.008	0.019	0.224	0.236	0.049	0.146	7.661	2.457	6.106	2.936	0.579	0.411	1.628	2.631	12.066	2.125
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	OMD	0.023	0.003	0.006	0.002	0.001	0.009	0.002	0.0	0.001	0.001	0.001	0.002	0.002	0.001	0.006	0.0	0.0	0.0	1.363	0.154	0.086	0.19	0.019	0.013	0.004	0.176	0.037	0.03
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	FN1	6.786	5.621	0.074	0.058	0.055	0.07	0.04	0.02	0.024	0.032	0.032	0.048	0.06	0.066	1.893	0.313	0.123	0.239	2.064	13.317	0.836	4.88	1.267	4.251	4.929	2.991	1.293	0.935
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	1.216	1.607	0.206	0.21	1.07	0.598	0.327	0.037	0.46	0.183	0.853	0.233	0.064	0.511	0.146	0.158	0.05	0.254	1.435	1.815	1.538	2.119	0.16	0.189	0.54	3.905	4.824	0.521
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS08658BB16	GJA3	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0C4261737	GJC1	0.171	0.09	0.019	0.016	0.062	0.005	0.005	0.005	0.022	0.014	0.021	0.019	0.002	0.011	0.02	0.006	0.005	0.015	0.182	0.129	0.254	0.126	2.508	2.676	2.541	0.152	0.14	1.245
GJA1	P17302	False	CXA1_HUMAN		CPI-SS024F36886	GJA1	1.216	1.607	0.206	0.21	1.07	0.598	0.327	0.037	0.46	0.183	0.853	0.233	0.064	0.511	0.146	0.158	0.05	0.254	1.435	1.815	1.538	2.119	0.16	0.189	0.54	3.905	4.824	0.521
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS0F5FC7262	GJA3	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
GJA5	P36382	False	CXA5_HUMAN		CPI-SS0ACFA4F22	GJA5	2.451	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.0	0.003	0.012	0.006	0.005	0.0	0.0	0.012	0.005	0.002	0.004	0.074	0.102	0.029	0.011	0.0	0.001
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0E7883ADC	GJC1	0.171	0.09	0.019	0.016	0.062	0.005	0.005	0.005	0.022	0.014	0.021	0.019	0.002	0.011	0.02	0.006	0.005	0.015	0.182	0.129	0.254	0.126	2.508	2.676	2.541	0.152	0.14	1.245
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS00457EB1A	GJA3	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS062D2530F	GJA3	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0CEFF4625	GJC1	0.171	0.09	0.019	0.016	0.062	0.005	0.005	0.005	0.022	0.014	0.021	0.019	0.002	0.011	0.02	0.006	0.005	0.015	0.182	0.129	0.254	0.126	2.508	2.676	2.541	0.152	0.14	1.245
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	ICAM1	1.676	1.847	0.152	0.213	0.143	0.153	0.164	0.131	0.515	0.435	0.578	0.142	0.306	0.404	2.366	2.152	0.392	0.49	0.354	0.052	0.914	0.219	0.634	0.304	0.204	0.151	0.29	0.363
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	ICAM1	1.676	1.847	0.152	0.213	0.143	0.153	0.164	0.131	0.515	0.435	0.578	0.142	0.306	0.404	2.366	2.152	0.392	0.49	0.354	0.052	0.914	0.219	0.634	0.304	0.204	0.151	0.29	0.363
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC0943ECD6E	ICAM2	5.463	2.174	0.019	0.005	0.014	0.006	0.006	0.012	0.001	0.006	0.026	0.013	0.0	0.0	0.317	0.203	0.098	0.331	0.103	0.058	0.044	0.043	0.135	0.103	0.085	0.037	0.057	0.026
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC09DC9200A	ICAM3	0.209	0.215	0.11	0.098	0.051	0.085	0.086	0.192	0.12	0.237	0.117	0.262	0.27	0.103	0.41	0.087	1.583	1.728	0.067	0.107	0.07	0.095	0.03	0.097	0.119	0.085	0.108	0.007
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC0A3A31D04	ICAM4	0.214	0.238	0.049	0.057	0.021	0.018	0.04	0.08	0.053	0.1	0.058	0.017	0.09	0.075	0.35	0.291	0.001	0.003	0.025	0.022	0.147	0.031	0.006	0.025	0.031	0.029	0.01	0.006
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC0DEE2AF32	F11R	1.208	0.459	2.066	2.075	1.773	0.576	1.466	0.625	2.463	0.923	1.798	2.283	1.001	1.88	0.236	0.191	0.094	0.234	0.036	0.038	0.029	0.053	0.032	0.072	0.024	0.018	0.014	0.015
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	ICAM1	1.676	1.847	0.152	0.213	0.143	0.153	0.164	0.131	0.515	0.435	0.578	0.142	0.306	0.404	2.366	2.152	0.392	0.49	0.354	0.052	0.914	0.219	0.634	0.304	0.204	0.151	0.29	0.363
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS00F979E99	ICAM3	0.209	0.215	0.11	0.098	0.051	0.085	0.086	0.192	0.12	0.237	0.117	0.262	0.27	0.103	0.41	0.087	1.583	1.728	0.067	0.107	0.07	0.095	0.03	0.097	0.119	0.085	0.108	0.007
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC03C325B42	ICAM3	0.209	0.215	0.11	0.098	0.051	0.085	0.086	0.192	0.12	0.237	0.117	0.262	0.27	0.103	0.41	0.087	1.583	1.728	0.067	0.107	0.07	0.095	0.03	0.097	0.119	0.085	0.108	0.007
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC032D980B8	VCAM1	0.513	0.731	0.008	0.002	0.001	0.004	0.004	0.0	0.0	0.001	0.052	0.007	0.0	0.001	0.045	0.165	0.003	0.018	0.206	0.015	0.072	0.069	0.016	0.182	0.033	0.013	0.15	0.017
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	JAM2	1.846	1.243	0.011	0.0	0.001	0.002	0.0	0.052	0.202	0.144	0.006	0.023	0.016	0.003	0.03	0.025	0.007	0.004	0.346	0.114	0.064	0.061	0.134	0.066	0.183	0.256	0.22	0.199
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	JAM3	0.383	0.248	0.005	0.001	0.003	0.005	0.003	0.0	0.007	0.004	0.004	0.018	0.001	0.002	0.004	0.006	0.008	0.026	0.422	0.223	0.212	0.293	0.34	0.375	0.385	0.29	0.381	0.609
