cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
epi.Glandular_secretory	MYDGF	3.8489760121016755e-91	2.374298940288493e-95	0.696670203512449	0.964	0.807
epi.Glandular_secretory	MANF	4.1926447342752976e-91	2.586296178073714e-95	0.8088449938421328	0.916	0.7
epi.Glandular_secretory	MYOF	5.436367573557546e-91	3.353505381258125e-95	0.7738720519954352	0.93	0.681
epi.Glandular_secretory	CTDSPL	1.5507760606463904e-90	9.566196167086488e-95	0.5987615645231191	0.708	0.314
epi.Glandular_secretory	LDHA	4.25427324020824e-90	2.624312652031485e-94	0.828414601491851	0.994	0.93
epi.Glandular_secretory	CD44	2.7647904030945744e-89	1.7055026852720837e-93	0.786514145985743	0.916	0.592
epi.Glandular_secretory	ARG2	8.387720606914071e-89	5.174092040536717e-93	0.8924441510204186	0.898	0.611
epi.Glandular_secretory	CCL20	2.312448275287235e-88	1.4264686171656498e-92	1.896297906950176	0.558	0.188
epi.Glandular_secretory	HLA-C	7.608052418905938e-88	4.693141952319991e-92	0.6841728003449639	0.998	0.973
epi.Glandular_secretory	TNFAIP2	7.664613285328045e-88	4.7280323763666924e-92	0.7910434410932414	0.914	0.557
epi.Glandular_secretory	DCPS	2.20459054583767e-87	1.3599349490084942e-91	0.6148791631815576	0.704	0.318
epi.Glandular_secretory	SLC44A4	2.411781138917993e-87	1.4877435931885714e-91	0.5937482800913095	0.862	0.495
epi.Glandular_secretory	B4GALNT3	5.9262699217178e-87	3.6557090381332426e-91	0.6138628851049319	0.744	0.339
epi.Glandular_secretory	PIGR	1.124748796272808e-86	6.938182692448387e-91	0.9441838093311304	0.85	0.507
epi.Glandular_secretory	SLC30A2	3.054003720491796e-86	1.8839082848015518e-90	0.6493693811304618	0.798	0.331
epi.Glandular_secretory	CTSA	5.488066863585781e-85	3.3853968685372775e-89	0.6115260241255899	0.838	0.511
epi.Glandular_secretory	TCIM	7.84805695938036e-85	4.841192375165233e-89	0.9878336840219512	0.972	0.817
epi.Glandular_secretory	SESTD1	2.11675327938779e-84	1.3057512055936032e-88	0.7873636859692998	0.928	0.678
epi.Glandular_secretory	CXCR4	5.112656482380366e-84	3.153819309345732e-88	0.8345069638554878	0.77	0.401
epi.Glandular_secretory	PERP	6.301305906155383e-84	3.887055645028304e-88	0.6510331402797092	0.998	0.98
epi.Glandular_secretory	TXNIP	1.1243357715680733e-83	6.935634887225176e-88	1.0478194954112126	0.986	0.838
epi.Glandular_secretory	PIGA	6.675950618614151e-83	4.11816088989831e-87	0.5614000935921153	0.686	0.3
epi.Glandular_secretory	CP	9.434247819168858e-83	5.819658145190833e-87	1.0213039458061932	0.928	0.583
epi.Glandular_secretory	EPS8	1.6057014427228058e-82	9.90501167554627e-87	0.7584153198736019	0.91	0.697
epi.Glandular_secretory	APLP2	5.62909796241107e-82	3.472394030233218e-86	0.7469933544463601	0.982	0.922
epi.Glandular_secretory	RASD1	6.233573041228773e-82	3.8452736051007176e-86	0.9533686816815804	0.966	0.815
epi.Glandular_secretory	MPC2	8.23029894334897e-82	5.0769841116211046e-86	0.7589383717400162	0.906	0.727
epi.Glandular_secretory	GRAMD2B	9.926821585982535e-82	6.12350970697831e-86	0.9050529165153232	0.874	0.599
epi.Glandular_secretory	TSPAN1	1.2944846910055622e-81	7.985224174977253e-86	0.7390919957932844	0.948	0.724
epi.Glandular_secretory	MT2A	2.74726757542226e-81	1.6946934645748318e-85	1.0576709584983996	0.984	0.887
epi.Glandular_secretory	MBD2	6.269138101980673e-81	3.867212449559357e-85	0.6473660230637931	0.892	0.671
epi.Glandular_secretory	TIMP1	3.4946263893486354e-80	2.1557130277889312e-84	0.7024199153728964	0.832	0.474
epi.Glandular_secretory	SLC3A1	2.3308868781245685e-79	1.43784274759396e-83	0.6764607588447971	0.8	0.36
epi.Glandular_secretory	DCTPP1	3.0350841163831844e-79	1.872237441479973e-83	0.5768252790118371	0.854	0.546
epi.Glandular_secretory	GPR160	4.054365069158584e-79	2.500996279784457e-83	0.5962406068309719	0.818	0.491
epi.Glandular_secretory	NAA50	9.814671942318551e-79	6.054328506766117e-83	0.6406449491030562	0.892	0.657
epi.Glandular_secretory	AGR2	1.6502052921769583e-77	1.0179540387249143e-81	1.0197652498719862	0.948	0.795
epi.Glandular_secretory	SPAG9	2.3638324071441723e-77	1.4581656943705955e-81	0.8636497608212854	0.962	0.743
epi.Glandular_secretory	TPM1	3.3226559353271364e-77	2.0496304579156966e-81	0.6547838513081445	0.956	0.722
epi.Glandular_secretory	H1F0	5.6632924396294885e-77	3.4934874095549247e-81	0.6737786630804079	0.82	0.483
epi.Glandular_secretory	DEGS1	1.2227267729493962e-76	7.542574628026623e-81	0.6071801421470021	0.906	0.589
epi.Glandular_secretory	BACE2	1.7367196868891054e-76	1.071321748744128e-80	0.6174873689616314	0.916	0.706
epi.Glandular_secretory	PLCB4	1.9391880832627467e-76	1.1962174346201635e-80	0.6131911805259767	0.78	0.443
epi.Glandular_secretory	IER3	1.2932407945736256e-75	7.977551012112921e-80	0.9162667278542118	0.994	0.954
epi.Glandular_secretory	GJA1	2.746056361942294e-75	1.6939463092605598e-79	0.5865953154761334	0.704	0.314
epi.Glandular_secretory	AC016831.1	4.073863099748365e-75	2.5130239342103286e-79	0.7632407580300449	0.822	0.485
epi.Glandular_secretory	MGST1	6.165475909938465e-75	3.80326686196932e-79	0.7114294794897558	0.994	0.919
epi.Glandular_secretory	DERA	1.3013024590044778e-74	8.027280605789142e-79	0.5701977461140552	0.824	0.526
epi.Glandular_secretory	LINC01541	1.3859540194025644e-74	8.549466531383409e-79	0.7018679827674799	0.996	0.95
epi.Glandular_secretory	NUCB2	6.401721254871041e-74	3.9489983683122815e-78	0.6907657742060854	0.872	0.649
epi.Glandular_secretory	ZBTB20	5.897964933627916e-73	3.638248679062313e-77	0.721736776278532	0.876	0.585
epi.Glandular_secretory	WSB1	1.5138944579242486e-70	9.338686434669352e-75	0.690984066019233	0.964	0.862
epi.Glandular_secretory	SELENOK	3.243191493026128e-70	2.000611617436388e-74	0.6487569384472902	0.94	0.858
epi.Glandular_secretory	SDF2L1	3.6375643528271696e-70	2.243886467723873e-74	0.6128157874180715	0.826	0.567
epi.Glandular_secretory	RBP4	2.3673560328771167e-69	1.4603392960811284e-73	0.6544597664413421	0.26	0.046
epi.Glandular_secretory	LINC01320	3.7196932057683446e-69	2.2945488901168e-73	0.6112379491583595	0.92	0.592
epi.Glandular_secretory	SGK1	5.121874472042088e-69	3.159505565382819e-73	0.9065201338201928	0.96	0.818
epi.Glandular_secretory	CPEB4	1.2481859279209634e-68	7.699623267663706e-73	0.5721992812902572	0.828	0.521
epi.Glandular_secretory	PLEKHA1	2.439330683756744e-66	1.5047379456891888e-70	0.5790296691039389	0.88	0.645
epi.Glandular_secretory	HLA-A	2.007646636745609e-65	1.2384471264854786e-69	0.5769526781039795	1.0	0.965
epi.Glandular_secretory	CARHSP1	3.357459076269963e-65	2.071099300641517e-69	0.7028349405104979	0.894	0.706
epi.Glandular_secretory	BCL2A1	5.409296159493107e-65	3.3368059709414016e-69	0.5845651256223678	0.35	0.09
epi.Glandular_secretory	FXYD3	5.996783581413399e-65	3.6992064532807347e-69	0.6524153335974991	0.918	0.748
epi.Glandular_secretory	SEC61G	1.5735948230615983e-64	9.706957146762063e-69	0.6483892431432272	0.994	0.973
epi.Glandular_secretory	DNAJC3	1.815391369728408e-64	1.1198515635854712e-68	0.5854787639592726	0.866	0.672
epi.Glandular_secretory	SLC6A6	2.8034164221011592e-64	1.7293297280248962e-68	0.5871798607817741	0.88	0.605
epi.Glandular_secretory	MAPK6	7.86024049265487e-64	4.84870797153468e-68	0.5946103275743406	0.874	0.599
epi.Glandular_secretory	RNF19A	3.664253882609365e-63	2.260350306957846e-67	0.8399446842540783	0.906	0.687
epi.Glandular_secretory	ASAH1	1.036495971174808e-62	6.39378182206408e-67	0.6801106535531036	0.904	0.783
epi.Glandular_secretory	SEPHS2	8.161972893229176e-62	5.034836156454985e-66	0.5775250174094658	0.824	0.547
epi.Glandular_secretory	TGIF1	2.0233311508151013e-61	1.2481223556937272e-65	0.6444438350253949	0.936	0.826
epi.Glandular_secretory	HLA-B	3.556867768554377e-61	2.194107561874269e-65	0.5803378157241119	0.998	0.967
epi.Glandular_secretory	ATP11A	5.287516060954187e-60	3.2616840793005906e-64	0.6055006877008363	0.894	0.642
epi.Glandular_secretory	GTF3C6	6.59405282263964e-60	4.06764099848229e-64	0.6050372090261651	0.95	0.851
epi.Glandular_secretory	CAPRIN1	9.388304391997986e-60	5.791317248780449e-64	0.6986211077381139	0.89	0.743
epi.Glandular_secretory	RIOK3	7.415762469374846e-59	4.574524994987876e-63	0.6122012845942031	0.952	0.759
epi.Glandular_secretory	MT1E	1.5094243365875525e-58	9.311111816590908e-63	0.7277124419697825	0.962	0.709
epi.Glandular_secretory	NDRG1	1.664240326613652e-58	1.026611761528377e-62	0.5612543497316418	0.87	0.591
epi.Glandular_secretory	CITED2	1.9999309906571146e-58	1.2336876137543116e-62	0.9539876541722568	0.848	0.608
epi.Glandular_secretory	ETS2	2.194833429976124e-58	1.353916124838766e-62	0.6706037268327825	0.98	0.84
epi.Glandular_secretory	CDH1	1.163003290685798e-54	7.174161314451904e-59	0.5619369470614823	0.958	0.849
epi.Glandular_secretory	CHMP1B	5.808885851596871e-54	3.583298902965191e-58	0.7370864641827266	0.904	0.809
epi.Glandular_secretory	SFN	7.131287830818415e-54	4.399042521015616e-58	0.6181275361924166	0.902	0.597
epi.Glandular_secretory	SLC40A1	5.918987358186435e-53	3.651216678913352e-57	0.6866079430688514	0.874	0.592
epi.Glandular_secretory	BTG2	2.255425025264641e-52	1.3912929648168782e-56	0.784084370949472	0.978	0.944
epi.Glandular_secretory	HIF1A	3.40866653325836e-51	2.1026873932874958e-55	0.631934123912854	0.962	0.852
epi.Glandular_secretory	N4BP1	2.4561543793882184e-49	1.515115896236024e-53	0.6522225548747025	0.77	0.49
epi.Glandular_secretory	CLDN4	5.4577364377029044e-46	3.366687087596635e-50	0.5686981339850048	1.0	0.978
epi.Glandular_secretory	DUSP1	1.470536335360285e-45	9.07122531219718e-50	0.6969673205814919	0.984	0.951
epi.Glandular_secretory	NCOA3	3.3556750420786493e-44	2.0699987922266665e-48	0.5845495477800414	0.774	0.503
epi.Glandular_secretory	DUSP4	4.51988814523316e-44	2.7881612147511936e-48	0.722154606917886	0.768	0.563
epi.Glandular_secretory	ODC1	9.85616625097588e-44	6.079924897277083e-48	0.7555505076145317	0.858	0.729
epi.Glandular_secretory	VMP1	2.028062828692901e-43	1.251041162601259e-47	0.583756120511497	0.992	0.928
epi.Glandular_secretory	IVNS1ABP	1.2641878535155929e-42	7.798333560641494e-47	0.5703404695452601	0.902	0.735
epi.Glandular_secretory	BNIP3L	3.193299046480705e-38	1.9698347088277744e-42	0.5895833268324244	0.952	0.868
epi.Glandular_secretory	PDK4	8.604125759113019e-38	5.3075848245715984e-42	0.7073308950473236	0.786	0.579
epi.Glandular_secretory	CLDN1	5.889061763732219e-35	3.632756624349034e-39	0.6301555878315894	0.536	0.284
epi.Glandular_secretory	TUBA1A	7.255491009213217e-33	4.475659126033692e-37	0.6460739829046362	0.858	0.678
epi.Glandular_secretory	ID4	2.155234249393993e-28	1.3294887726815082e-32	0.7612347173763596	0.958	0.93
epi.Glandular_secretory	CXCL2	1.067013229215946e-09	6.582032133834719e-14	0.5922062057849637	0.762	0.68
epi.Glandular_secretory_FGF7	FXYD2	0.0	0.0	3.5757074148998127	0.915	0.09
epi.Glandular_secretory_FGF7	FGF7	0.0	0.0	2.9587590824754715	0.64	0.039
epi.Glandular_secretory_FGF7	LINC01502	0.0	0.0	2.753805373423258	0.926	0.121
epi.Glandular_secretory_FGF7	LGALS9B	3.614161028765974e-273	2.2294497740830138e-277	0.592358186006133	0.346	0.006
epi.Glandular_secretory_FGF7	COMP	8.778217430748311e-271	5.414975899542477e-275	1.839243287366151	0.768	0.079
epi.Glandular_secretory_FGF7	TSPAN8	7.588490058247733e-268	4.681074614920568e-272	2.7982117926053247	0.853	0.124
epi.Glandular_secretory_FGF7	PTPRR	2.734149528962577e-209	1.6866013996438083e-213	1.2105841343407646	0.621	0.07
epi.Glandular_secretory_FGF7	PDZK1IP1	2.8366817429324123e-207	1.749849943206719e-211	2.4739948396977582	0.904	0.225
epi.Glandular_secretory_FGF7	GPX3	2.884330787379484e-207	1.779242975374427e-211	3.3939647505633705	1.0	0.319
epi.Glandular_secretory_FGF7	CXCL14	1.578088330694149e-196	9.73467602673585e-201	2.657327425668368	1.0	0.249
epi.Glandular_secretory_FGF7	DOK5	3.3104835122672204e-190	2.0421217150497936e-194	1.1564654054202883	0.456	0.035
epi.Glandular_secretory_FGF7	PAEP	3.282684876853552e-185	2.024973707268862e-189	4.865609696753924	1.0	0.437
epi.Glandular_secretory_FGF7	LYPLAL1	5.949641836122179e-176	3.670126356253272e-180	1.9090761895365984	0.82	0.2
epi.Glandular_secretory_FGF7	NUPR1	1.1814320622825322e-174	7.287841973243678e-179	3.8976052061423374	1.0	0.532
epi.Glandular_secretory_FGF7	CYS1	1.6111972634913384e-167	9.938913475364497e-172	0.6955422825379499	0.467	0.045
epi.Glandular_secretory_FGF7	S100A1	3.3652829489023867e-166	2.0759255745496184e-170	3.071167776617362	0.963	0.395
epi.Glandular_secretory_FGF7	MRPS2	5.087088885172466e-163	3.1380475511519745e-167	2.518752565531486	0.978	0.495
epi.Glandular_secretory_FGF7	LINC02532	1.819509946271952e-162	1.1223921696822847e-166	0.988411079950523	0.643	0.096
epi.Glandular_secretory_FGF7	GPX4	1.781233071732697e-151	1.0987805019632946e-155	1.8525425278094207	1.0	0.954
epi.Glandular_secretory_FGF7	SCCPDH	6.717542019881444e-151	4.1438171734510165e-155	2.2069325266336604	0.993	0.621
epi.Glandular_secretory_FGF7	IRX3	1.729339531697286e-149	1.0667691886356708e-153	1.6655897535513755	0.93	0.288
epi.Glandular_secretory_FGF7	IGFBP7	1.4133967929071078e-145	8.718751421301019e-150	2.944269223469821	0.993	0.612
epi.Glandular_secretory_FGF7	CRYAB	3.9400769479459656e-145	2.430495927423333e-149	3.0142021340779253	0.974	0.427
epi.Glandular_secretory_FGF7	SMIM31	4.554697712207249e-143	2.8096340214713774e-147	1.1843989825128365	0.691	0.147
epi.Glandular_secretory_FGF7	GLT1D1	1.2846623587464538e-142	7.92463363608941e-147	0.639819966700227	0.397	0.037
epi.Glandular_secretory_FGF7	HNMT	4.61620587992433e-138	2.847576262984597e-142	1.867300746662204	0.978	0.646
epi.Glandular_secretory_FGF7	SLC15A1	2.757890486954263e-137	1.701246367870127e-141	1.3136652950127383	0.838	0.212
epi.Glandular_secretory_FGF7	FTH1	5.472923134150546e-135	3.3760552304919776e-139	1.4335300409729514	1.0	1.0
epi.Glandular_secretory_FGF7	ADRA2A	1.5185325510764684e-134	9.367297212241494e-139	1.1863036694671374	0.673	0.145
epi.Glandular_secretory_FGF7	DCTPP1	5.992846297292823e-133	3.6967776801510227e-137	1.6987184198007954	0.949	0.555
epi.Glandular_secretory_FGF7	OST4	3.6066331197816373e-132	2.224806069817801e-136	1.283641307719654	1.0	0.982
epi.Glandular_secretory_FGF7	SLC1A1	1.9844238601628973e-130	1.2241218062814738e-134	1.3107766721933571	0.882	0.262
epi.Glandular_secretory_FGF7	DHRS3	1.0006311483140285e-129	6.172544249670152e-134	1.7527614240421363	0.967	0.558
epi.Glandular_secretory_FGF7	SOD3	1.2970714272318747e-129	8.001180847769258e-134	2.521935616978105	0.89	0.399
epi.Glandular_secretory_FGF7	RAB11A	3.0231857538770704e-126	1.864897757002696e-130	1.6137201956961182	0.989	0.835
epi.Glandular_secretory_FGF7	CAPZA2	3.2308014454595623e-124	1.9929686296092543e-128	1.4612209870384965	1.0	0.918
epi.Glandular_secretory_FGF7	C12orf75	1.7273850367653174e-121	1.0655635289404215e-125	1.986115152908699	0.989	0.74
epi.Glandular_secretory_FGF7	EDF1	4.435798395053037e-119	2.7362891833033355e-123	1.1761490502542329	1.0	0.968
epi.Glandular_secretory_FGF7	PHYHIPL	2.367219363073776e-118	1.460254989250371e-122	1.4180297638506023	0.882	0.338
epi.Glandular_secretory_FGF7	G0S2	3.646830322625094e-118	2.249602321032073e-122	2.6513823212300816	0.798	0.254
epi.Glandular_secretory_FGF7	ADGRF1	9.977567628209008e-118	6.154813168964905e-122	1.1341406186872331	0.658	0.143
epi.Glandular_secretory_FGF7	IGFBP1	1.0957764233011802e-116	6.7594622373769675e-121	0.925355099218656	0.279	0.02
epi.Glandular_secretory_FGF7	S100A13	2.222616359158167e-114	1.3710544439936877e-118	1.345658642341666	1.0	0.957
epi.Glandular_secretory_FGF7	ARF4	6.840973621206488e-114	4.219957819509276e-118	1.4490897957280473	0.993	0.932
epi.Glandular_secretory_FGF7	ANKRD55	1.5082004403508898e-113	9.303562027949478e-118	0.5617553865597449	0.386	0.046
epi.Glandular_secretory_FGF7	CYBA	9.322085143251202e-113	5.750468905836285e-117	1.6447839766171797	0.996	0.902
epi.Glandular_secretory_FGF7	CCL20	1.1607326077922837e-110	7.160154264340779e-115	2.8917328070681645	0.732	0.196
epi.Glandular_secretory_FGF7	ITM2B	8.996122030252815e-110	5.549393640276857e-114	1.50660811907712	1.0	0.997
epi.Glandular_secretory_FGF7	GADD45A	1.0526743893647857e-109	6.49358083625184e-114	1.9235423327769623	0.989	0.873
epi.Glandular_secretory_FGF7	MYDGF	1.717443254677027e-108	1.0594307906218167e-112	1.3922111133981958	0.993	0.813
epi.Glandular_secretory_FGF7	SLPI	1.2376728238066273e-106	7.634771598338334e-111	1.79870714564598	1.0	0.906
epi.Glandular_secretory_FGF7	SEC11C	1.0694981296497644e-105	6.597360617172072e-110	1.5177335745179832	0.974	0.752
epi.Glandular_secretory_FGF7	CITED2	1.7790271656828667e-105	1.0974197555257952e-109	2.625605963318073	0.926	0.614
epi.Glandular_secretory_FGF7	CLIC1	1.3439328907728049e-104	8.290252857768212e-109	1.227191040115684	0.996	0.945
epi.Glandular_secretory_FGF7	DSTN	2.526960125425929e-104	1.558793489251699e-108	1.0852607694236287	0.996	0.983
epi.Glandular_secretory_FGF7	DDT	1.0010179385263216e-101	6.17493022346753e-106	1.3217432616363012	1.0	0.919
epi.Glandular_secretory_FGF7	DERA	3.009529815886829e-99	1.856473885563401e-103	1.2271514324999726	0.893	0.536
epi.Glandular_secretory_FGF7	PKDCC	4.873581977068359e-99	3.006342592726148e-103	1.0911804450623863	0.669	0.191
epi.Glandular_secretory_FGF7	PPIB	1.8026770662130423e-97	1.1120085535827783e-101	1.220874992262862	0.996	0.97
epi.Glandular_secretory_FGF7	TRAM1	4.186584292664786e-97	2.5825577032044815e-101	1.559781511930917	0.967	0.776
epi.Glandular_secretory_FGF7	DPP4	5.687636698487126e-96	3.5085045330251845e-100	0.92233439488611	0.64	0.148
epi.Glandular_secretory_FGF7	NNMT	7.677497874346949e-96	4.735980429552125e-100	1.407373037112972	0.676	0.179
epi.Glandular_secretory_FGF7	C2CD4B	1.4579922944636984e-95	8.993845502829549e-100	1.6968738094847104	0.93	0.497
epi.Glandular_secretory_FGF7	CDA	3.47643845828002e-95	2.144493528024193e-99	0.8061806662214536	0.522	0.104
epi.Glandular_secretory_FGF7	SELENOM	5.038045249399006e-95	3.107794244277964e-99	1.0261076305452612	0.654	0.2
epi.Glandular_secretory_FGF7	UQCR11	1.734323220728093e-93	1.0698434524261878e-97	0.9692066209174016	0.996	0.969
epi.Glandular_secretory_FGF7	SPP1	4.907296283223003e-93	3.027139771280614e-97	1.1992502752494183	0.853	0.304
epi.Glandular_secretory_FGF7	DYNLT3	3.508026632141469e-92	2.1639791697868547e-96	1.3207126403405136	0.996	0.809
epi.Glandular_secretory_FGF7	SLC18A2	4.675334399067926e-92	2.884050582362548e-96	1.1862036921797887	0.768	0.262
epi.Glandular_secretory_FGF7	LMAN2	8.538451572171162e-92	5.267072711227661e-96	1.2669646278864255	0.949	0.833
epi.Glandular_secretory_FGF7	SEC61G	3.633056685878133e-91	2.2411058453384328e-95	1.0149926436416743	1.0	0.973
epi.Glandular_secretory_FGF7	GRN	1.6329617508763173e-89	1.0073171000409087e-93	1.6158507711258383	0.971	0.885
epi.Glandular_secretory_FGF7	GSTO1	7.63364899157763e-89	4.708931584465875e-93	1.3431079361689744	0.926	0.747
epi.Glandular_secretory_FGF7	MAOA	1.2848407564553778e-88	7.92573410927998e-93	1.1901070110330874	0.941	0.45
epi.Glandular_secretory_FGF7	HM13	1.4487386510279834e-88	8.936763006773076e-93	1.371163902412449	0.926	0.773
epi.Glandular_secretory_FGF7	MGST1	1.6786650973221749e-88	1.0355098990328636e-92	1.221690158018351	1.0	0.922
epi.Glandular_secretory_FGF7	C2CD4A	1.0275296750369368e-87	6.338471871179673e-92	1.2775150325788858	0.812	0.284
epi.Glandular_secretory_FGF7	LDHA	1.0739918434696567e-87	6.625080769043593e-92	1.191966298946172	0.996	0.933
epi.Glandular_secretory_FGF7	CDC42	1.462717618563728e-87	9.022994377667805e-92	0.9624504671210504	1.0	0.976
epi.Glandular_secretory_FGF7	CTSA	2.115857752004278e-86	1.3051987860121384e-90	1.387311572220197	0.846	0.526
epi.Glandular_secretory_FGF7	HSPA1A	2.7991674690240334e-86	1.726708697195752e-90	2.1784826584073245	0.949	0.823
epi.Glandular_secretory_FGF7	STRAP	4.858744796757717e-86	2.9971900541346717e-90	1.103196367051246	0.93	0.724
epi.Glandular_secretory_FGF7	CD55	2.4757186143501002e-85	1.5271843898279565e-89	1.6182307457309095	0.982	0.852
epi.Glandular_secretory_FGF7	DCN	1.0548752781791598e-84	6.507157351052741e-89	0.769805784539757	0.533	0.128
epi.Glandular_secretory_FGF7	SPCS2	1.239772329486522e-84	7.647722715973857e-89	1.08765279286296	0.996	0.903
epi.Glandular_secretory_FGF7	AL139280.1	3.038972997367664e-84	1.8746363564047028e-88	0.6229368365444374	0.357	0.053
epi.Glandular_secretory_FGF7	IDO1	3.695823678402186e-84	2.27982461193152e-88	1.512429030076056	0.93	0.548
epi.Glandular_secretory_FGF7	EIF1	5.738844422228251e-84	3.5400927902216096e-88	0.7068515181158892	1.0	0.999
epi.Glandular_secretory_FGF7	RPL36AL	3.4121631319316314e-83	2.104844322948388e-87	0.8193684345709658	1.0	0.987
epi.Glandular_secretory_FGF7	GEM	3.932505044394016e-83	2.4258250844451395e-87	1.458146303270342	0.68	0.245
epi.Glandular_secretory_FGF7	IL1R2	7.366531756109699e-83	4.5441562865398185e-87	0.9160154933649534	0.423	0.081
epi.Glandular_secretory_FGF7	TMED2	1.4991560565083677e-82	9.247770381274244e-87	1.1804172741336052	0.945	0.855
epi.Glandular_secretory_FGF7	PPDPF	1.882502500689185e-82	1.1612500775332708e-86	1.0180764432587446	0.996	0.979
epi.Glandular_secretory_FGF7	OSTC	6.948457034726995e-82	4.2862605852365646e-86	1.0773642630658116	0.982	0.867
epi.Glandular_secretory_FGF7	C1orf122	2.042907500114416e-81	1.26019832219753e-85	1.182765939021624	0.967	0.721
epi.Glandular_secretory_FGF7	NDUFB2	5.002372177513965e-81	3.085788771521784e-85	0.9631878887973252	0.989	0.961
epi.Glandular_secretory_FGF7	GAPDH	4.379992390766886e-80	2.7018644073572792e-84	0.8701558677776831	1.0	0.998
epi.Glandular_secretory_FGF7	DUSP5	1.3484127136291807e-79	8.317887321134913e-84	1.5454461067660024	0.871	0.487
epi.Glandular_secretory_FGF7	CALR	1.8984091054668348e-79	1.1710623067465516e-83	1.2238635738026034	0.989	0.947
epi.Glandular_secretory_FGF7	DEPTOR	2.3392189928746515e-79	1.4429825383225289e-83	1.120266133981375	0.824	0.446
epi.Glandular_secretory_FGF7	FBLN1	2.832052806074889e-79	1.7469945136480718e-83	1.6427605142875166	0.949	0.738
epi.Glandular_secretory_FGF7	CD63	1.2817960482014015e-78	7.906952366920001e-83	0.8497571572069864	0.993	0.993
epi.Glandular_secretory_FGF7	SEPHS2	2.1390814165870515e-76	1.3195246539923827e-80	1.2127516163664245	0.849	0.559
epi.Glandular_secretory_FGF7	DRAIC	2.6650315966105366e-76	1.6439649599719555e-80	0.8364747241363313	0.371	0.064
epi.Glandular_secretory_FGF7	DUSP1	3.3653475319267965e-76	2.0759654135628868e-80	1.7871249881282338	0.982	0.952
epi.Glandular_secretory_FGF7	CHCHD10	9.424030029966819e-76	5.813355147718721e-80	1.195298682518679	0.915	0.731
epi.Glandular_secretory_FGF7	ATP6V0C	1.5937857530024147e-75	9.831507945237276e-80	0.9722682949830076	0.993	0.954
epi.Glandular_secretory_FGF7	IER3	1.915706014548494e-74	1.1817321661516834e-78	1.6707210823077905	0.993	0.956
epi.Glandular_secretory_FGF7	TUBA4A	2.8716635135947875e-73	1.7714289763708516e-77	0.8918723047833372	0.629	0.214
epi.Glandular_secretory_FGF7	DYNLRB1	3.20408468923727e-73	1.9764879953348158e-77	1.006502695274426	0.971	0.881
epi.Glandular_secretory_FGF7	GABARAPL1	1.5404615401705164e-72	9.502569490904426e-77	1.068861812451582	0.93	0.61
epi.Glandular_secretory_FGF7	SLC25A39	2.138636879992869e-72	1.3192504348854907e-76	1.096020593268976	0.853	0.623
epi.Glandular_secretory_FGF7	IMPA2	3.9094537425018657e-72	2.4116055409918364e-76	0.9571215420979896	0.68	0.258
epi.Glandular_secretory_FGF7	SELENOK	6.010309764923935e-72	3.707550283711021e-76	1.1173156623956868	0.956	0.861
epi.Glandular_secretory_FGF7	CARHSP1	1.8769209739668204e-71	1.1578070285403863e-75	1.1092788071156887	0.923	0.713
epi.Glandular_secretory_FGF7	PERP	2.016195963118612e-71	1.2437209074817175e-75	1.052801798722741	1.0	0.981
epi.Glandular_secretory_FGF7	FAM177A1	2.468055150007314e-71	1.522457066194136e-75	1.009876232870179	0.996	0.915
epi.Glandular_secretory_FGF7	SDCBP2	5.8611136471378705e-71	3.6155164068458887e-75	0.9786632928764274	0.779	0.338
epi.Glandular_secretory_FGF7	EPHX1	1.017255576226791e-70	6.275094542142934e-75	1.1534169573449042	0.893	0.669
epi.Glandular_secretory_FGF7	IER2	2.761295122259436e-70	1.7033465685395321e-74	1.2463261101344387	0.982	0.981
epi.Glandular_secretory_FGF7	POLD4	3.449490041237993e-70	2.127869990276968e-74	1.0126601535711708	0.893	0.688
epi.Glandular_secretory_FGF7	SERF2	3.819491003648466e-69	2.356110667848046e-73	0.6162535961586952	1.0	1.0
epi.Glandular_secretory_FGF7	CLDN10	4.442023014227065e-69	2.740128933580325e-73	1.2975829970592676	0.93	0.65
epi.Glandular_secretory_FGF7	VAMP8	1.8093885426085067e-68	1.116148629084268e-72	0.8359580069470123	0.993	0.916
epi.Glandular_secretory_FGF7	HLA-B	4.1916075498190375e-68	2.5856563751890924e-72	1.1205384749121108	0.982	0.969
epi.Glandular_secretory_FGF7	TM4SF1	7.765199864201233e-68	4.790080725557481e-72	1.4095319088126304	0.963	0.828
epi.Glandular_secretory_FGF7	TMED9	1.5605651974886006e-67	9.626581935035473e-72	1.126576708361755	0.919	0.761
epi.Glandular_secretory_FGF7	HSBP1L1	2.8633321626950668e-67	1.7662896568349064e-71	1.128749784214825	0.816	0.587
epi.Glandular_secretory_FGF7	CYP27A1	8.951133117612694e-67	5.521641550559925e-71	0.9854563941540369	0.585	0.209
epi.Glandular_secretory_FGF7	TIMP1	1.2711884701964272e-66	7.8415179211426e-71	1.2255807619192631	0.82	0.491
epi.Glandular_secretory_FGF7	SARAF	1.8916262945207112e-66	1.1668782274509347e-70	1.0808055589805088	0.952	0.829
epi.Glandular_secretory_FGF7	DCPS	2.050367678615854e-66	1.2648002458922054e-70	1.0724399144175043	0.706	0.336
